,Unnamed: 0,x,y,elevation,ssssHCP1.6f450h0.15,HCP1.6f1530h0.15,HCP1.6f5310h0.15,HCP1.6f18330h0.15,HCP1.6f63030h0.15
105,105,344122.33,4482802.41,2114.73,414.6956431,121.7106232,57.7653582,42.75264756,35.47818794
110,110,344122.06,4482802.62,2114.75,327.6227509,105.8015832,54.41124063,40.26953924,33.28042409
115,115,344121.78,4482802.83,2114.76,163.5914944,89.7632014,50.68444332,39.29788816,32.33852529
120,120,344121.51,4482802.99,2114.81,204.489368,89.63385961,51.42980278,38.86604323,32.65249156
125,125,344121.25,4482803.14,2114.85,133.6876729,104.2494817,47.70300548,39.40584939,32.65249156
130,130,344120.99,4482803.31,2114.87,312.6708401,92.86740433,49.56640413,38.758082,32.33852529
135,135,344120.74,4482803.47,2114.89,342.1348996,101.4039624,52.92052171,38.43419831,32.33852529
140,140,344120.49,4482803.63,2114.91,419.0932639,88.5991253,50.31176359,39.29788816,32.96645782
145,145,344120.23,4482803.8,2114.94,364.1230037,102.1800131,50.31176359,40.16157801,33.59439035
150,150,344119.97,4482804.01,2114.96,296.8394052,93.2554297,49.1937244,39.83769432,33.59439035
155,155,344119.7,4482804.22,2114.98,304.7551227,82.00269407,52.17516225,40.70138416,33.90835662
160,160,344119.46,4482804.43,2114.99,387.430394,90.79793571,55.15660009,40.05361678,33.59439035
165,165,344119.21,4482804.63,2115.01,254.6222454,97.13568336,49.56640413,39.62177185,33.59439035
170,170,344118.93,4482804.87,2115.02,330.7010855,90.9272775,52.17516225,40.37750047,32.96645782
175,175,344118.66,4482805.12,2115.03,432.7258885,92.86740433,49.1937244,39.0819657,32.65249156
180,180,344118.38,4482805.28,2115.07,302.9960743,103.3440892,49.1937244,38.86604323,32.02455903
185,185,344118.09,4482805.43,2115.12,162.7119703,105.8015832,51.42980278,37.46254723,31.27103999
190,190,344117.79,4482805.55,2115.18,269.5741561,92.47937896,48.82104467,36.81477984,30.07796818
195,195,344117.5,4482805.67,2115.24,48.81359108,102.1800131,46.58496629,34.87147768,29.48143228
200,200,344117.3,4482805.88,2115.25,216.8027063,80.96795976,49.1937244,38.32623708,31.71059276
205,205,344117.1,4482806.09,2115.26,182.5012639,92.99674612,54.78392036,43.29245371,36.42008673
210,210,344116.87,4482806.25,2115.29,294.6405948,106.0602668,54.78392036,46.96313557,41.44354697
215,215,344116.64,4482806.42,2115.31,306.514171,110.4578876,60.37411631,48.90643774,43.64131083
220,220,344116.4,4482806.62,2115.34,290.242974,103.0854056,59.25607712,48.79847651,42.38544577
225,225,344116.15,4482806.82,2115.37,348.7313309,98.04107588,53.29320144,43.83225987,37.67595179
230,230,344115.98,4482806.96,2115.43,365.0025279,90.9272775,48.07568521,38.758082,33.28042409
235,235,344115.8,4482807.11,2115.47,306.0744089,89.89254319,44.34888791,36.38293492,30.73729734
240,240,344115.6,4482807.31,2115.48,318.3877472,72.17271813,49.56640413,35.08740014,29.45003565
245,245,344115.4,4482807.51,2115.49,323.2251301,91.44464465,46.95764602,34.65555522,29.07327613
250,250,344115.22,4482807.63,2115.55,262.0982007,96.35963263,42.85816899,34.43963275,29.19886264
255,255,344115.05,4482807.75,2115.6,293.7610706,82.90808659,46.58496629,35.08740014,29.23025927
260,260,344114.87,4482807.92,2115.66,284.5260669,87.56439099,45.09424737,34.43963275,28.57093011
265,265,344114.68,4482808.1,2115.72,241.869145,92.60872075,43.60352845,32.92817552,27.75461782
270,270,344114.45,4482808.33,2115.74,401.9425427,80.5799344,43.23084872,32.1724469,26.81271903
275,275,344114.21,4482808.57,2115.76,359.7253829,77.60507326,40.62209061,32.1724469,25.90221686
280,280,344114.02,4482808.74,2115.8,336.8577546,80.5799344,42.11280953,30.66098966,25.18009445
286,286,344113.8,4482808.94,2115.84,304.3153606,77.73441504,40.24941087,29.68933858,25.36847421
291,291,344113.61,4482809.13,2115.87,305.6346468,81.87335228,36.55988154,30.76895089,24.67774843
296,296,344113.46,4482809.29,2115.9,215.4834201,81.87335228,39.13137168,29.36545489,24.6463518
301,301,344113.42,4482809.36,2115.91,274.411539,82.00269407,38.38601222,30.55302843,24.36378216
306,306,344113.39,4482809.42,2115.91,301.237026,84.20150448,40.99477034,29.79729981,23.92422939
311,311,344113.4,4482809.42,2115.89,261.6584387,88.34044172,38.38601222,29.58137735,24.55216192
316,316,344113.42,4482809.41,2115.88,249.3451004,78.2517822,40.62209061,29.36545489,24.14400578
321,321,344113.42,4482809.41,2115.88,274.8513011,80.32125082,38.01333249,30.33710597,24.48936867
326,326,344113.42,4482809.41,2115.88,299.0382156,82.39071944,38.38601222,29.14953243,24.33238553
331,331,344113.41,4482809.4,2115.89,293.3213085,81.09730155,38.75869195,30.12118351,24.1754024
336,336,344113.41,4482809.4,2115.89,243.6281933,74.7595539,39.13137168,30.12118351,24.48936867
341,341,344113.4,4482809.41,2115.89,245.3872416,83.03742838,36.67168546,29.58137735,24.20679903
346,346,344113.39,4482809.43,2115.9,272.6524907,79.54520009,41.7401298,30.33710597,24.23819565
351,351,344113.34,4482809.48,2115.94,260.3391524,81.7440105,36.85802533,30.12118351,24.33238553
356,356,344113.28,4482809.55,2115.97,160.5131599,81.7440105,39.50405141,29.04157119,23.51607325
361,361,344113.16,4482809.67,2115.94,334.6589442,86.91768205,39.87673114,28.06992011,22.91953734
366,366,344113.03,4482809.8,2115.91,256.3812937,80.70927619,38.75869195,28.93360996,23.54746987
371,371,344112.89,4482809.92,2115.9,292.8815465,80.19190903,39.50405141,28.82564873,23.61026312
376,376,344112.74,4482810.05,2115.89,400.6232565,81.7440105,40.24941087,30.4450672,23.83003951
381,381,344112.59,4482810.21,2115.88,341.6951375,83.55479554,38.38601222,29.04157119,23.89283276
386,386,344112.45,4482810.34,2115.87,334.2191822,76.44099716,37.64065276,29.25749366,24.23819565
391,391,344112.35,4482810.39,2115.87,269.134394,89.7632014,38.01333249,29.90526104,24.36378216
396,396,344112.26,4482810.46,2115.88,186.4591227,79.02783293,38.38601222,29.68933858,24.7719383
401,401,344112.16,4482810.57,2115.88,427.0089814,78.63980757,41.36745007,30.12118351,24.67774843
406,406,344112.08,4482810.66,2115.89,323.6648922,76.31165537,39.87673114,29.36545489,24.42657541
411,411,344112.03,4482810.64,2115.89,194.3748401,88.34044172,39.87673114,29.79729981,24.48936867
416,416,344111.97,4482810.64,2115.91,339.4963271,76.05297179,37.26797303,30.33710597,24.6463518
421,421,344111.88,4482810.7,2115.96,289.3634498,72.94876886,40.62209061,29.90526104,24.1754024
426,426,344111.76,4482810.76,2116.01,266.4958216,82.26137765,37.64065276,28.28584258,23.39048674
431,431,344111.51,4482810.88,2116.03,405.4606394,82.90808659,37.11890114,27.20623026,22.82534746
436,436,344111.3,4482810.98,2116.04,310.0322677,67.12838837,38.01333249,26.66642411,22.10322505
441,441,344111.22,4482811.04,2116.03,199.212223,75.66494642,38.01333249,28.06992011,22.22881156
446,446,344111.17,4482811.09,2116.02,292.8815465,73.72481959,36.96982925,27.20623026,22.6369677
451,451,344111.2,4482811.14,2116,240.1100967,77.99309862,36.29900573,28.17788134,22.88814072
456,456,344111.22,4482811.17,2115.98,163.5914944,78.38112399,36.67168546,28.17788134,23.20210698
461,461,344111.21,4482811.15,2116.02,174.5855465,75.66494642,39.50405141,28.82564873,23.13931373
466,466,344111.17,4482811.13,2116.06,365.44229,81.48532692,38.01333249,27.74603642,22.19741493
471,471,344111.03,4482811.1,2116.11,259.8993903,84.71887164,36.26173776,27.42215273,22.0404318
476,476,344110.91,4482811.11,2116.13,303.4358364,79.93322545,38.01333249,26.34254041,21.41249927
481,481,344110.87,4482811.27,2116.07,252.863197,71.52600918,36.11266587,28.39380381,22.6369677
486,486,344110.82,4482811.4,2116.03,306.9539331,82.64940302,39.13137168,29.36545489,23.64165975
491,491,344110.7,4482811.48,2116.03,272.6524907,85.75360595,41.36745007,29.14953243,23.79864288
496,496,344110.58,4482811.57,2116.03,317.508223,86.01228952,38.75869195,29.25749366,23.5788665
501,501,344110.47,4482811.68,2116.01,259.8993903,84.07216269,37.15616911,28.28584258,23.5788665
506,506,344110.34,4482811.81,2115.99,247.14629,61.04932429,36.55988154,27.63807519,23.48467662
511,511,344110.16,4482811.98,2115.96,209.766513,61.30800787,34.47287505,27.96195888,23.23350361
516,516,344110.01,4482812.13,2115.92,408.9787361,81.87335228,38.01333249,28.82564873,23.35909011
521,521,344109.96,4482812.18,2115.91,386.990632,108.5177608,42.48548926,29.58137735,23.61026312
526,526,344109.93,4482812.23,2115.91,301.6767881,119.8998382,44.34888791,29.90526104,23.54746987
531,531,344109.92,4482812.23,2115.92,273.9717769,110.4578876,44.72156764,30.01322228,23.48467662
536,536,344109.92,4482812.23,2115.93,320.5865576,121.839965,47.70300548,29.90526104,23.42188337
541,541,344109.92,4482812.24,2115.94,338.1770409,110.3285458,45.83960683,30.22914474,23.32769349
546,546,344109.92,4482812.25,2115.94,299.9177398,115.114192,43.60352845,29.47341612,23.45327999
551,551,344109.91,4482812.24,2115.94,302.1165502,122.8746993,42.48548926,29.79729981,23.51607325
556,556,344109.91,4482812.24,2115.93,371.159197,115.6315592,44.72156764,28.82564873,23.48467662
561,561,344109.91,4482812.26,2115.93,265.6162974,121.5812814,43.97620818,29.58137735,22.98233059
566,566,344109.92,4482812.26,2115.93,236.1522379,115.6315592,44.72156764,29.79729981,23.45327999
571,571,344109.92,4482812.23,2115.96,347.8518067,109.9405204,43.23084872,29.47341612,23.32769349
576,576,344109.9,4482812.23,2115.99,224.2786617,117.0543188,41.7401298,29.90526104,23.35909011
581,581,344109.84,4482812.31,2116.01,274.411539,89.37517603,40.62209061,28.06992011,22.19741493
586,586,344109.74,4482812.4,2116.01,160.9529219,71.52600918,37.00709722,27.09826903,21.75786216
591,591,344109.52,4482812.53,2115.93,254.6222454,70.2325913,38.38601222,27.20623026,21.63227566
596,596,344109.33,4482812.66,2115.85,611.2692937,73.33679423,37.26797303,27.63807519,23.32769349
601,601,344109.21,4482812.78,2115.79,259.4596283,77.73441504,39.50405141,29.04157119,23.73584963
606,606,344109.11,4482812.89,2115.74,295.959881,84.20150448,39.87673114,29.90526104,24.36378216
611,611,344109.02,4482812.96,2115.73,280.1284461,84.58952985,39.50405141,29.58137735,24.83473156
616,616,344108.92,4482813.04,2115.73,215.4834201,79.28651651,38.38601222,30.22914474,24.55216192
621,621,344108.77,4482813.11,2115.72,299.0382156,75.66494642,40.62209061,31.52467951,25.33707758
626,626,344108.63,4482813.18,2115.71,247.586052,82.64940302,43.60352845,30.76895089,25.80802698
631,631,344108.54,4482813.25,2115.71,210.2062751,79.15717472,43.23084872,31.30875705,25.83942361
636,636,344108.44,4482813.31,2115.71,204.0496059,95.84226547,40.99477034,32.1724469,26.09059662
641,641,344108.35,4482813.33,2115.72,192.6157918,92.0913536,39.50405141,32.28040813,25.90221686
646,646,344108.24,4482813.36,2115.72,197.8929368,89.11649246,39.87673114,32.28040813,25.77663035
651,651,344108.13,4482813.46,2115.69,311.791316,80.5799344,43.97620818,31.52467951,26.05919999
656,656,344108.02,4482813.53,2115.67,197.4531747,72.94876886,43.60352845,32.38836936,26.37316626
661,661,344107.93,4482813.57,2115.67,256.3812937,90.02188498,40.24941087,33.36002044,26.93830553
666,666,344107.81,4482813.61,2115.68,219.4412788,84.20150448,43.23084872,33.8998266,26.96970216
671,671,344107.57,4482813.69,2115.68,208.8869888,81.09730155,44.72156764,32.92817552,27.44065156
676,676,344107.35,4482813.76,2115.68,285.8453532,89.7632014,41.7401298,33.57594291,28.03718746
681,681,344107.25,4482813.83,2115.68,233.5136654,74.63021211,45.83960683,34.43963275,28.47674023
686,686,344107.16,4482813.89,2115.68,295.959881,81.35598513,44.34888791,34.76351645,29.01048288
691,691,344107.09,4482813.96,2115.66,271.3332045,75.14757927,42.48548926,35.3033226,29.19886264
696,696,344107.03,4482814.02,2115.64,178.5434052,79.4158583,47.70300548,35.95108999,29.3872424
701,701,344106.98,4482814.06,2115.64,342.1348996,85.62426416,46.21228656,35.95108999,29.8581918
706,706,344106.92,4482814.11,2115.64,261.2186766,81.48532692,46.21228656,37.13866354,29.82679517
711,711,344106.83,4482814.18,2115.63,261.2186766,98.04107588,46.21228656,36.70681861,30.14076144
716,716,344106.74,4482814.25,2115.62,248.9053383,83.42545375,43.60352845,36.81477984,30.58031421
721,721,344106.61,4482814.3,2115.62,233.9534275,96.6183162,48.07568521,37.0307023,30.95707372
726,726,344106.46,4482814.38,2115.62,212.4050855,77.34638968,44.72156764,38.00235338,30.83148722
731,731,344106.21,4482814.53,2115.63,187.7784089,87.17636562,44.72156764,37.354586,31.20824674
736,736,344105.95,4482814.7,2115.63,150.398632,84.07216269,45.4669271,37.89439215,31.23964336
741,741,344105.65,4482814.97,2115.59,148.6395836,84.33084627,42.85816899,36.38293492,30.51752095
746,746,344105.33,4482815.22,2115.55,309.5925056,82.77874481,42.11280953,36.49089615,30.14076144
751,751,344104.95,4482815.47,2115.57,195.6941264,88.34044172,52.17516225,37.78643092,31.3966265
756,756,344104.58,4482815.73,2115.58,241.869145,86.52965668,48.82104467,38.32623708,32.65249156
761,761,344104.25,4482816,2115.58,215.043658,94.54884758,48.07568521,39.18992693,32.65249156
766,766,344103.91,4482816.25,2115.6,83.55479554,103.473431,48.07568521,40.05361678,33.90835662
771,771,344103.52,4482816.47,2115.67,8.531384387,97.39436694,50.68444332,39.94565555,34.53628915
776,776,344103.14,4482816.69,2115.75,240.1100967,98.55844303,49.1937244,42.32080263,35.47818794
781,781,344102.75,4482816.94,2115.81,395.7858736,84.46018806,52.54784198,42.86060879,35.7921542
786,786,344102.36,4482817.19,2115.87,430.087316,80.83861797,47.33032575,40.59342293,35.16422168
791,791,344101.99,4482817.41,2115.94,342.5746617,115.2435338,55.52927982,41.45711278,34.85025541
796,796,344101.64,4482817.63,2116.01,488.1359108,91.57398644,51.80248251,39.94565555,34.22232288
801,801,344101.35,4482817.86,2116.07,354.888,100.8865952,52.17516225,39.62177185,33.59439035
806,806,344101.07,4482818.09,2116.13,452.9549442,86.14163131,51.80248251,41.67303525,35.47818794
811,811,344100.79,4482818.3,2116.15,412.9365948,88.46978351,52.17516225,42.42876386,35.7921542
817,817,344100.46,4482818.54,2116.18,319.2672714,99.07581019,53.66588117,40.16157801,34.53628915
822,822,344100.2,4482818.74,2116.19,29.5959881,90.9272775,50.31176359,39.83769432,35.16422168
827,827,344099.99,4482818.91,2116.21,375.1170558,94.29016401,49.56640413,43.18449248,37.98991806
832,832,344099.85,4482819.02,2116.24,423.9306468,93.90213864,55.90195955,42.10488017,38.93181685
837,837,344099.69,4482819.16,2116.26,332.0203717,88.46978351,56.27463928,42.64468633,38.93181685
842,842,344099.5,4482819.33,2116.29,279.2489219,102.0506713,51.80248251,42.5367251,39.55974938
847,847,344099.26,4482819.51,2116.31,406.3401636,116.924977,55.15660009,44.48002726,40.81561444
852,852,344098.97,4482819.69,2116.33,322.785368,124.8148262,58.13803793,47.07109681,43.0133783
857,857,344098.68,4482819.88,2116.36,637.6550186,151.3298928,71.92718795,51.28158482,46.15304095
862,862,344098.39,4482820.08,2116.4,659.6431227,190.1324295,74.53594606,49.98605005,45.83907468
867,867,344098.13,4482820.26,2116.44,672.8359851,209.5336978,70.43646903,44.69594972,39.24578312
872,872,344097.9,4482820.41,2116.49,668.4383643,153.9167286,44.72156764,29.58137735,25.33707758
877,877,344097.72,4482820.58,2116.49,518.9192565,18.88390116,1.438543759,11.33592928,8.791055419
1394,1394,344098.12,4482820.89,2116.15,189.5374572,-1.823719222,6.410091362,21.48428501,21.47529252
1399,1399,344098.25,4482820.81,2116.14,330.7010855,16.42640717,19.78929368,26.23457918,25.2428877
1404,1404,344098.4,4482820.71,2116.13,388.3099182,63.63616007,36.59714952,32.82021429,30.32914119
1409,1409,344098.55,4482820.59,2116.12,496.9311524,116.924977,52.17516225,39.94565555,36.42008673
1414,1414,344098.7,4482820.47,2116.1,466.1478067,127.2723201,58.13803793,43.83225987,40.50164818
1419,1419,344098.91,4482820.3,2116.08,549.7026022,143.5693855,68.94575011,49.1223602,43.64131083
1424,1424,344099.14,4482820.12,2116.07,438.4427955,151.3298928,67.82771092,48.79847651,44.58320962
1429,1429,344099.3,4482820.06,2116.04,488.1359108,138.395714,68.94575011,50.74177867,44.89717589
1434,1434,344099.45,4482820.03,2116.02,584.8835688,127.1429784,65.21895281,48.04274789,43.32734456
1439,1439,344099.58,4482819.93,2116.02,466.1478067,138.395714,58.88339739,45.88352326,42.0714795
1444,1444,344099.71,4482819.82,2116.02,474.9430483,130.6352066,55.90195955,44.04818233,40.18768191
1449,1449,344099.88,4482819.67,2115.99,598.0764312,111.1045965,57.7653582,42.5367251,38.30388432
1454,1454,344100.05,4482819.52,2115.97,375.1170558,122.6160157,49.1937244,41.34915155,36.42008673
1459,1459,344100.23,4482819.34,2115.95,483.73829,104.7668489,53.29320144,39.94565555,35.16422168
1464,1464,344100.41,4482819.15,2115.94,492.5335316,93.51411327,51.42980278,38.00235338,34.22232288
1469,1469,344100.58,4482819.01,2115.93,408.9787361,102.0506713,54.0385609,39.72973308,34.22232288
1474,1474,344100.74,4482818.87,2115.93,402.8220669,114.2087995,54.0385609,39.18992693,34.53628915
1479,1479,344101.16,4482818.52,2115.49,439.7620818,107.3536847,49.93908386,39.83769432,34.53628915
1484,1484,344101.63,4482818.14,2114.96,432.7258885,106.3189504,51.42980278,39.0819657,34.85025541
1489,1489,344101.77,4482818.22,2115.38,378.6351524,102.9560639,51.80248251,39.29788816,34.53628915
1494,1494,344101.84,4482818.4,2116,349.610855,93.12608791,52.92052171,39.29788816,34.22232288
1499,1499,344101.68,4482818.5,2115.96,257.7005799,113.9501159,47.70300548,38.65012077,33.59439035
1504,1504,344101.46,4482818.58,2115.78,373.3580074,116.2782681,52.17516225,39.72973308,33.90835662
1509,1509,344101.51,4482818.56,2115.74,474.9430483,98.9464684,49.56640413,39.62177185,34.22232288
1514,1514,344101.6,4482818.52,2115.73,394.4665874,103.9907982,52.92052171,40.05361678,34.22232288
1519,1519,344101.74,4482818.43,2115.7,392.2677769,101.015937,48.44836494,39.94565555,33.90835662
1524,1524,344101.87,4482818.33,2115.67,466.1478067,108.9057861,48.82104467,39.83769432,33.59439035
1529,1529,344102.12,4482818.25,2115.57,571.6907063,91.05661929,50.68444332,39.62177185,33.90835662
1534,1534,344102.39,4482818.16,2115.46,277.0501115,96.6183162,49.93908386,40.16157801,34.85025541
1539,1539,344102.63,4482818,2115.42,306.514171,108.9057861,54.41124063,41.34915155,35.47818794
1544,1544,344102.87,4482817.82,2115.4,385.6713457,105.284216,54.0385609,42.96857002,36.42008673
1549,1549,344103.14,4482817.59,2115.36,272.2127286,79.28651651,51.42980278,43.07653125,37.36198553
1554,1554,344103.4,4482817.36,2115.32,286.2851152,108.0003936,57.01999874,45.23575588,37.98991806
1559,1559,344103.74,4482817.14,2115.28,263.8572491,94.67818937,48.07568521,43.83225987,37.04801926
1564,1564,344104.1,4482816.92,2115.24,44.41597026,90.9272775,50.68444332,41.45711278,34.85025541
1570,1570,344104.42,4482816.62,2115.27,348.7313309,100.4985699,52.17516225,39.83769432,32.96645782
1575,1575,344104.67,4482816.35,2115.3,330.2613234,96.48897441,50.68444332,38.86604323,32.33852529
1580,1580,344104.96,4482816.18,2115.31,267.3753457,102.4386967,48.82104467,39.29788816,32.65249156
1585,1585,344105.24,4482816.01,2115.31,277.9296357,89.89254319,48.07568521,38.758082,32.02455903
1590,1590,344105.54,4482815.81,2115.28,173.7060223,96.6183162,50.68444332,36.92274107,30.23495132
1595,1595,344105.84,4482815.62,2115.24,384.3520595,93.2554297,46.21228656,35.19536137,29.13606939
1600,1600,344106.15,4482815.42,2115.26,344.33371,98.55844303,44.72156764,35.08740014,28.72791324
1605,1605,344106.45,4482815.22,2115.27,439.7620818,85.49492237,43.60352845,36.05905122,28.72791324
1610,1610,344106.65,4482815.06,2115.3,470.5454275,100.2398863,48.07568521,35.6272063,29.29305252
1615,1615,344106.84,4482814.91,2115.33,396.2256357,89.37517603,45.83960683,35.08740014,29.04187951
1620,1620,344107.16,4482814.77,2115.31,295.520119,84.58952985,45.4669271,34.54759399,28.94768963
1625,1625,344107.47,4482814.63,2115.29,239.2305725,73.46613602,42.11280953,35.3033226,28.53953348
1630,1630,344107.71,4482814.44,2115.29,178.9831673,93.64345506,43.23084872,34.65555522,28.75930987
1635,1635,344107.96,4482814.25,2115.28,388.3099182,114.7261666,47.33032575,36.16701245,28.69651662
1640,1640,344108.11,4482814.17,2115.3,318.3877472,98.81712661,44.34888791,35.41128384,29.01048288
1645,1645,344108.26,4482814.09,2115.32,334.2191822,87.04702383,43.60352845,34.87147768,28.47674023
1650,1650,344108.29,4482814.04,2115.35,323.6648922,94.67818937,48.44836494,33.79186537,28.3197571
1655,1655,344108.32,4482813.99,2115.39,384.7918216,87.82307457,46.21228656,33.57594291,27.94299758
1660,1660,344108.4,4482813.92,2115.42,269.134394,93.90213864,43.23084872,33.46798167,27.94299758
1665,1665,344108.49,4482813.86,2115.46,323.2251301,80.06256724,46.95764602,33.25205921,27.40925493
1670,1670,344108.79,4482813.69,2115.47,372.9182454,93.38477148,39.13137168,31.52467951,26.21618312
1675,1675,344109.1,4482813.52,2115.49,246.2667658,94.29016401,39.50405141,31.09283459,25.36847421
1680,1680,344109.35,4482813.37,2115.49,373.3580074,82.52006123,39.87673114,29.79729981,24.92892144
1685,1685,344109.59,4482813.23,2115.49,170.1879256,53.93552591,33.54117573,28.7176875,24.0498159
1690,1690,344109.88,4482813.1,2115.51,318.3877472,76.18231358,42.48548926,28.50176504,23.86143614
1695,1695,344110.16,4482812.97,2115.52,496.9311524,99.98120271,45.09424737,29.58137735,23.42188337
1700,1700,344110.34,4482812.89,2115.49,405.0208773,88.46978351,40.62209061,30.01322228,23.76724626
1705,1705,344110.52,4482812.81,2115.45,257.7005799,86.65899847,38.75869195,29.90526104,23.98702264
1710,1710,344110.6,4482812.77,2115.46,392.2677769,77.21704789,39.50405141,30.4450672,23.79864288
1715,1715,344110.68,4482812.72,2115.46,349.610855,96.35963263,41.7401298,29.14953243,23.67305638
1720,1720,344110.74,4482812.68,2115.46,347.4120446,76.69968073,39.87673114,29.25749366,23.92422939
1725,1725,344110.8,4482812.64,2115.46,223.3991375,79.93322545,38.75869195,29.04157119,23.98702264
1730,1730,344110.8,4482812.63,2115.47,336.8577546,72.30205992,37.26797303,29.58137735,24.1754024
1735,1735,344110.79,4482812.62,2115.49,351.3699033,76.44099716,39.13137168,30.33710597,24.20679903
1740,1740,344110.8,4482812.6,2115.54,312.6708401,69.71522414,40.99477034,29.14953243,24.14400578
1745,1745,344110.8,4482812.59,2115.6,169.3084015,86.40031489,35.66545019,29.14953243,23.17071035
1750,1750,344110.93,4482812.53,2115.61,287.6044015,61.69603324,33.65297965,26.9903078,22.00903517
1755,1755,344111.06,4482812.46,2115.61,324.9841784,77.86375683,38.38601222,27.85399765,21.5694824
1760,1760,344111.19,4482812.33,2115.63,296.8394052,83.55479554,38.01333249,27.42215273,21.78925879
1765,1765,344111.32,4482812.2,2115.64,383.4725353,67.38707194,36.4853456,26.9903078,21.82065541
1770,1770,344111.51,4482812.04,2115.59,354.888,69.45654056,40.62209061,26.12661795,21.25551614
1775,1775,344111.69,4482811.88,2115.54,248.0258141,84.58952985,35.70271816,27.53011396,21.69506891
1780,1780,344111.85,4482811.86,2115.53,379.9544387,88.21109993,36.11266587,27.85399765,23.07652047
1785,1785,344112.01,4482811.84,2115.51,303.8755985,83.55479554,36.74622141,28.39380381,23.51607325
1790,1790,344112.09,4482811.83,2115.5,373.7977695,79.93322545,39.87673114,28.7176875,23.48467662
1795,1795,344112.18,4482811.81,2115.49,315.3094126,82.39071944,39.13137168,29.36545489,23.20210698
1800,1800,344112.3,4482811.74,2115.5,314.4298885,87.69373278,38.01333249,28.82564873,23.04512385
1805,1805,344112.42,4482811.67,2115.51,317.068461,72.17271813,38.01333249,27.96195888,23.45327999
1810,1810,344112.5,4482811.53,2115.54,274.411539,86.91768205,36.85802533,27.20623026,22.00903517
1815,1815,344112.57,4482811.39,2115.57,339.4963271,84.97755521,36.78348938,26.34254041,21.22411951
1820,1820,344112.68,4482811.33,2115.56,376.8761041,87.56439099,35.29277046,25.2629281,20.75317011
1825,1825,344112.79,4482811.27,2115.55,345.2132342,76.57033895,35.36730641,25.37088933,20.81596337
1830,1830,344112.89,4482811.25,2115.54,343.893948,78.76914935,37.11890114,26.23457918,20.9729465
1835,1835,344113,4482811.23,2115.52,388.7496803,65.5762869,35.18096654,26.66642411,21.28691276
1840,1840,344113.11,4482811.05,2115.52,308.2732193,74.11284496,39.13137168,25.5868118,21.28691276
1845,1845,344113.22,4482810.87,2115.52,322.3456059,82.64940302,33.65297965,25.2629281,20.69037686
1850,1850,344113.42,4482810.75,2115.49,314.4298885,76.31165537,36.14993384,26.01865672,20.81596337
1855,1855,344113.61,4482810.64,2115.46,319.7070335,79.67454188,35.77725411,26.9903078,21.82065541
1860,1860,344113.79,4482810.48,2115.46,380.3942007,68.16312268,36.29900573,26.12661795,21.5694824
1865,1865,344113.97,4482810.32,2115.46,213.2846097,84.58952985,38.01333249,27.53011396,21.69506891
1870,1870,344114.17,4482810.17,2115.43,278.3693978,85.88294774,35.14369857,27.3141915,22.0404318
1875,1875,344114.38,4482810.01,2115.39,223.8388996,83.29611196,37.64065276,27.74603642,22.13462168
1880,1880,344114.62,4482809.8,2115.3,284.5260669,90.66859392,37.23070506,28.7176875,22.98233059
1885,1885,344114.87,4482809.59,2115.22,401.0630186,80.5799344,38.01333249,29.14953243,24.11260915
1890,1890,344115.14,4482809.52,2115.11,388.7496803,79.80388366,42.48548926,31.20079582,25.77663035
1895,1895,344115.4,4482809.45,2115.01,316.6286989,90.40991034,43.97620818,32.38836936,27.3778583
1900,1900,344115.62,4482809.3,2114.94,344.7734721,98.04107588,44.72156764,34.33167152,28.85349975
1905,1905,344115.83,4482809.15,2114.87,364.5627658,84.58952985,46.21228656,35.6272063,29.54422553
1910,1910,344116.02,4482809.02,2114.82,295.959881,86.52965668,46.21228656,35.95108999,29.88958842
1915,1915,344116.21,4482808.89,2114.77,354.4482379,88.5991253,45.4669271,35.6272063,30.36053782
1920,1920,344116.48,4482808.63,2114.71,302.5563123,89.63385961,47.33032575,36.16701245,30.64310746
1925,1925,344116.75,4482808.38,2114.65,396.2256357,84.71887164,46.21228656,35.73516753,30.4547277
1930,1930,344117.04,4482808.12,2114.62,388.7496803,92.60872075,49.56640413,37.67846969,31.3966265
1935,1935,344117.33,4482807.86,2114.58,437.5632714,90.15122677,47.70300548,38.00235338,31.71059276
1940,1940,344117.62,4482807.6,2114.54,452.9549442,83.16677017,49.56640413,37.46254723,31.08266023
1945,1945,344117.92,4482807.34,2114.51,423.9306468,97.13568336,46.95764602,37.57050846,30.67450409
1950,1950,344118.19,4482807.11,2114.48,304.7551227,93.2554297,46.21228656,37.0307023,30.64310746
1955,1955,344118.47,4482806.88,2114.45,317.9479851,91.57398644,49.1937244,37.13866354,31.3966265
1960,1960,344118.74,4482806.64,2114.42,298.5984535,102.0506713,52.17516225,39.40584939,32.96645782
1965,1965,344119.02,4482806.4,2114.4,424.3704089,92.99674612,52.92052171,39.51381062,33.59439035
1970,1970,344119.33,4482806.11,2114.4,418.6535019,105.0255325,49.56640413,38.758082,32.65249156
1975,1975,344119.65,4482805.83,2114.39,47.93406691,89.63385961,48.07568521,38.11031462,31.71059276
1980,1980,344119.98,4482805.6,2114.38,377.3158662,88.08175814,50.31176359,38.32623708,32.02455903
1985,1985,344120.31,4482805.38,2114.36,412.4968327,99.98120271,49.1937244,38.11031462,31.33383324
